Date,RevenueLKR,IsSeason,IsWeekend,Year,Month
1/25/2025,81400,1,1,2025,1
1/26/2025,74800,1,1,2025,1
1/27/2025,45650,1,0,2025,1
1/28/2025,4950,1,0,2025,1
1/29/2025,21450,1,0,2025,1
1/30/2025,73700,1,0,2025,1
1/31/2025,41800,1,0,2025,1
2/1/2025,31350,1,1,2025,2
2/2/2025,41800,1,1,2025,2
2/3/2025,55000,1,0,2025,2
2/4/2025,44550,1,0,2025,2
2/5/2025,40700,1,0,2025,2
2/6/2025,19250,1,0,2025,2
2/7/2025,17050,1,0,2025,2
2/8/2025,78100,1,1,2025,2
2/9/2025,42900,1,1,2025,2
2/10/2025,52250,1,0,2025,2
2/11/2025,45650,1,0,2025,2
2/12/2025,78650,1,0,2025,2
2/13/2025,28050,1,0,2025,2
2/14/2025,80300,1,0,2025,2
2/15/2025,81400,1,1,2025,2
2/16/2025,79750,1,1,2025,2
2/17/2025,66000,1,0,2025,2
2/18/2025,45100,1,0,2025,2
2/19/2025,91300,1,0,2025,2
2/20/2025,67650,1,0,2025,2
2/21/2025,28050,1,0,2025,2
2/22/2025,46200,1,1,2025,2
2/23/2025,42350,1,1,2025,2
2/24/2025,48950,1,0,2025,2
2/25/2025,16500,1,0,2025,2
2/26/2025,16500,1,0,2025,2
2/27/2025,16500,1,0,2025,2
2/28/2025,19800,1,0,2025,2
3/1/2025,77000,1,1,2025,3
3/2/2025,80850,1,1,2025,3
3/3/2025,36850,1,0,2025,3
3/4/2025,53350,1,0,2025,3
3/5/2025,73700,1,0,2025,3
3/6/2025,61600,1,0,2025,3
3/7/2025,52250,1,0,2025,3
3/8/2025,50600,1,1,2025,3
3/9/2025,14850,1,1,2025,3
3/10/2025,45100,1,0,2025,3
3/11/2025,63250,1,0,2025,3
3/12/2025,31900,1,0,2025,3
3/13/2025,37950,1,0,2025,3
3/14/2025,52800,1,0,2025,3
3/15/2025,19800,1,1,2025,3
3/16/2025,31350,1,1,2025,3
3/17/2025,64350,1,0,2025,3
3/18/2025,51150,1,0,2025,3
3/19/2025,57200,1,0,2025,3
3/20/2025,29700,1,0,2025,3
3/21/2025,12100,1,0,2025,3
3/22/2025,79750,1,1,2025,3
3/23/2025,8250,1,1,2025,3
3/24/2025,31350,1,0,2025,3
3/25/2025,39050,1,0,2025,3
3/26/2025,40700,1,0,2025,3
3/27/2025,16500,1,0,2025,3
3/28/2025,66000,1,0,2025,3
3/29/2025,31900,1,1,2025,3
3/30/2025,134200,1,1,2025,3
3/31/2025,61050,1,0,2025,3
4/1/2025,2700,0,0,2025,4
4/2/2025,18000,0,0,2025,4
4/4/2025,29250,0,0,2025,4
4/5/2025,14400,0,1,2025,4
4/6/2025,9450,0,1,2025,4
4/7/2025,23850,0,0,2025,4
4/8/2025,10800,0,0,2025,4
4/10/2025,22050,0,0,2025,4
4/11/2025,19350,0,0,2025,4
4/12/2025,15300,0,1,2025,4
4/13/2025,6750,0,1,2025,4
4/14/2025,16650,0,0,2025,4
4/16/2025,5400,0,0,2025,4
4/17/2025,9450,0,0,2025,4
4/18/2025,4950,0,0,2025,4
4/19/2025,27900,0,1,2025,4
4/20/2025,11700,0,1,2025,4
4/21/2025,2700,0,0,2025,4
4/22/2025,6750,0,0,2025,4
4/23/2025,15300,0,0,2025,4
4/24/2025,8100,0,0,2025,4
4/25/2025,28350,0,0,2025,4
4/27/2025,9450,0,1,2025,4
4/28/2025,15300,0,0,2025,4
4/29/2025,27900,0,0,2025,4
4/30/2025,6750,0,0,2025,4
5/1/2025,22500,0,0,2025,5
5/2/2025,15300,0,0,2025,5
5/3/2025,5400,0,1,2025,5
5/4/2025,11700,0,1,2025,5
5/5/2025,22050,0,0,2025,5
5/6/2025,16650,0,0,2025,5
5/7/2025,27900,0,0,2025,5
5/8/2025,5400,0,0,2025,5
5/9/2025,18000,0,0,2025,5
5/10/2025,4050,0,1,2025,5
5/11/2025,31050,0,1,2025,5
5/12/2025,9900,0,0,2025,5
5/13/2025,20700,0,0,2025,5
5/14/2025,20250,0,0,2025,5
5/15/2025,8100,0,0,2025,5
5/16/2025,25200,0,0,2025,5
5/17/2025,18900,0,1,2025,5
5/18/2025,10800,0,1,2025,5
5/19/2025,18000,0,0,2025,5
5/20/2025,14400,0,0,2025,5
5/21/2025,26100,0,0,2025,5
5/22/2025,17550,0,0,2025,5
5/23/2025,11250,0,0,2025,5
5/24/2025,5400,0,1,2025,5
5/25/2025,14850,0,1,2025,5
5/26/2025,17550,0,0,2025,5
5/27/2025,16200,0,0,2025,5
5/28/2025,10350,0,0,2025,5
5/29/2025,13950,0,0,2025,5
5/31/2025,13500,0,1,2025,5
6/1/2025,22500,0,1,2025,6
6/2/2025,15300,0,0,2025,6
6/3/2025,2700,0,0,2025,6
6/4/2025,2700,0,0,2025,6
6/5/2025,13950,0,0,2025,6
6/6/2025,2700,0,0,2025,6
6/7/2025,15300,0,1,2025,6
6/8/2025,14850,0,1,2025,6
6/9/2025,4050,0,0,2025,6
6/10/2025,14400,0,0,2025,6
6/11/2025,11250,0,0,2025,6
6/12/2025,23850,0,0,2025,6
6/13/2025,12600,0,0,2025,6
6/14/2025,2700,0,1,2025,6
6/15/2025,29700,0,1,2025,6
6/16/2025,20250,0,0,2025,6
6/19/2025,9900,0,0,2025,6
6/20/2025,4050,0,0,2025,6
6/21/2025,18000,0,1,2025,6
6/22/2025,30600,0,1,2025,6
6/23/2025,14400,0,0,2025,6
6/25/2025,11250,0,0,2025,6
6/26/2025,15300,0,0,2025,6
6/27/2025,10350,0,0,2025,6
6/28/2025,2700,0,1,2025,6
6/29/2025,21150,0,1,2025,6
6/30/2025,15300,0,0,2025,6
7/1/2025,6750,0,0,2025,7
7/2/2025,27450,0,0,2025,7
7/3/2025,4950,0,0,2025,7
7/4/2025,21150,0,0,2025,7
7/5/2025,4950,0,1,2025,7
7/6/2025,6750,0,1,2025,7
7/7/2025,23400,0,0,2025,7
7/8/2025,4050,0,0,2025,7
7/9/2025,16200,0,0,2025,7
7/10/2025,7650,0,0,2025,7
7/11/2025,13050,0,0,2025,7
7/12/2025,11700,0,1,2025,7
7/13/2025,16200,0,1,2025,7
7/14/2025,21150,0,0,2025,7
7/16/2025,4950,0,0,2025,7
7/17/2025,9900,0,0,2025,7
7/18/2025,13950,0,0,2025,7
7/19/2025,1350,0,1,2025,7
7/20/2025,5400,0,1,2025,7
7/21/2025,13500,0,0,2025,7
7/22/2025,18000,0,0,2025,7
7/23/2025,10800,0,0,2025,7
7/24/2025,2700,0,0,2025,7
7/26/2025,15300,0,1,2025,7
7/27/2025,27450,0,1,2025,7
7/28/2025,34200,0,0,2025,7
7/29/2025,14850,0,0,2025,7
7/30/2025,11250,0,0,2025,7
7/31/2025,27000,0,0,2025,7
8/1/2025,9000,0,0,2025,8
8/2/2025,2700,0,1,2025,8
8/3/2025,4950,0,1,2025,8
8/4/2025,17550,0,0,2025,8
8/5/2025,34650,0,0,2025,8
8/6/2025,2700,0,0,2025,8
8/7/2025,9000,0,0,2025,8
8/8/2025,5400,0,0,2025,8
8/9/2025,9450,0,1,2025,8
8/10/2025,8100,0,1,2025,8
8/11/2025,4050,0,0,2025,8
8/12/2025,20700,0,0,2025,8
8/13/2025,36000,0,0,2025,8
8/14/2025,13050,0,0,2025,8
8/15/2025,18450,0,0,2025,8
8/16/2025,22050,0,1,2025,8
8/17/2025,27000,0,1,2025,8
8/18/2025,1350,0,0,2025,8
8/19/2025,6750,0,0,2025,8
8/20/2025,7650,0,0,2025,8
8/21/2025,5400,0,0,2025,8
8/23/2025,19350,0,1,2025,8
8/24/2025,2700,0,1,2025,8
8/25/2025,2700,0,0,2025,8
8/26/2025,27900,0,0,2025,8
8/27/2025,4050,0,0,2025,8
8/28/2025,9450,0,0,2025,8
8/29/2025,4050,0,0,2025,8
8/30/2025,12150,0,1,2025,8
8/31/2025,6750,0,1,2025,8
9/1/2025,12150,0,0,2025,9
9/2/2025,2700,0,0,2025,9
9/3/2025,6300,0,0,2025,9
9/4/2025,12600,0,0,2025,9
9/5/2025,9000,0,0,2025,9
9/6/2025,12600,0,1,2025,9
9/7/2025,19350,0,1,2025,9
9/8/2025,16650,0,0,2025,9
9/9/2025,19800,0,0,2025,9
9/10/2025,10800,0,0,2025,9
9/11/2025,2700,0,0,2025,9
9/12/2025,17550,0,0,2025,9
9/13/2025,23400,0,1,2025,9
9/14/2025,31500,0,1,2025,9
9/15/2025,10800,0,0,2025,9
9/16/2025,8100,0,0,2025,9
9/17/2025,6750,0,0,2025,9
9/18/2025,12600,0,0,2025,9
9/19/2025,8100,0,0,2025,9
9/20/2025,5400,0,1,2025,9
9/21/2025,15750,0,1,2025,9
9/22/2025,6300,0,0,2025,9
9/23/2025,2700,0,0,2025,9
9/24/2025,20250,0,0,2025,9
9/25/2025,26100,0,0,2025,9
9/26/2025,2700,0,0,2025,9
9/27/2025,20700,0,1,2025,9
9/28/2025,18000,0,1,2025,9
9/29/2025,19350,0,0,2025,9
9/30/2025,5400,0,0,2025,9
10/1/2025,68750,1,0,2025,10
10/2/2025,53900,1,0,2025,10
10/3/2025,74250,1,0,2025,10
10/4/2025,31900,1,1,2025,10
10/5/2025,63250,1,1,2025,10
10/6/2025,29700,1,0,2025,10
10/7/2025,35200,1,0,2025,10
10/8/2025,13200,1,0,2025,10
10/9/2025,30800,1,0,2025,10
10/10/2025,23100,1,0,2025,10
10/11/2025,42900,1,1,2025,10
10/12/2025,24750,1,1,2025,10
10/13/2025,24750,1,0,2025,10
10/14/2025,24750,1,0,2025,10
10/15/2025,21450,1,0,2025,10
10/16/2025,23100,1,0,2025,10
10/17/2025,30800,1,0,2025,10
10/18/2025,52800,1,1,2025,10
10/19/2025,35750,1,1,2025,10
10/21/2025,40150,1,0,2025,10
10/22/2025,58850,1,0,2025,10
10/23/2025,50600,1,0,2025,10
10/24/2025,34650,1,0,2025,10
10/25/2025,40150,1,1,2025,10
10/26/2025,15950,1,1,2025,10
10/27/2025,42350,1,0,2025,10
10/28/2025,11550,1,0,2025,10
10/29/2025,18150,1,0,2025,10
10/30/2025,30800,1,0,2025,10
10/31/2025,36300,1,0,2025,10
11/1/2025,57750,1,1,2025,11
11/2/2025,12650,1,1,2025,11
11/3/2025,85800,1,0,2025,11
11/4/2025,56650,1,0,2025,11
11/5/2025,45650,1,0,2025,11
11/6/2025,70400,1,0,2025,11
11/7/2025,27500,1,0,2025,11
11/8/2025,28600,1,1,2025,11
11/9/2025,48950,1,1,2025,11
11/10/2025,75900,1,0,2025,11
11/11/2025,46200,1,0,2025,11
11/12/2025,75350,1,0,2025,11
11/13/2025,47300,1,0,2025,11
11/14/2025,14300,1,0,2025,11
11/15/2025,53350,1,1,2025,11
11/16/2025,65450,1,1,2025,11
11/17/2025,110550,1,0,2025,11
11/18/2025,53900,1,0,2025,11
11/19/2025,44550,1,0,2025,11
11/20/2025,42900,1,0,2025,11
11/21/2025,21450,1,0,2025,11
11/22/2025,52800,1,1,2025,11
11/23/2025,90750,1,1,2025,11
11/24/2025,1650,1,0,2025,11
11/25/2025,48950,1,0,2025,11
11/26/2025,22550,1,0,2025,11
11/27/2025,39600,1,0,2025,11
11/28/2025,32450,1,0,2025,11
11/29/2025,67100,1,1,2025,11
11/30/2025,87450,1,1,2025,11
12/1/2025,1650,1,0,2025,12
12/2/2025,90200,1,0,2025,12
12/3/2025,21450,1,0,2025,12
12/4/2025,24750,1,0,2025,12
12/5/2025,18150,1,0,2025,12
12/6/2025,19800,1,1,2025,12
12/7/2025,84700,1,1,2025,12
12/8/2025,26950,1,0,2025,12
12/9/2025,46200,1,0,2025,12
12/10/2025,48400,1,0,2025,12
12/11/2025,6600,1,0,2025,12
12/12/2025,85250,1,0,2025,12
12/13/2025,15950,1,1,2025,12
12/14/2025,47300,1,1,2025,12
12/15/2025,36300,1,0,2025,12
12/16/2025,115500,1,0,2025,12
12/17/2025,30800,1,0,2025,12
12/18/2025,35200,1,0,2025,12
12/19/2025,14300,1,0,2025,12
12/20/2025,72600,1,1,2025,12
12/21/2025,74800,1,1,2025,12
12/22/2025,50050,1,0,2025,12
12/23/2025,16500,1,0,2025,12
12/24/2025,70400,1,0,2025,12
12/25/2025,18700,1,0,2025,12
12/26/2025,46750,1,0,2025,12
12/27/2025,67650,1,1,2025,12
12/28/2025,13200,1,1,2025,12
12/29/2025,33550,1,0,2025,12
12/30/2025,7700,1,0,2025,12
12/31/2025,37400,1,0,2025,12
2/18/2026,146800,1,0,2026,2
2/19/2026,25200,1,0,2026,2
2/20/2026,52200,1,0,2026,2
2/21/2026,51900,1,1,2026,2
2/22/2026,27500,1,1,2026,2
2/24/2026,36500,1,0,2026,2
